ranking,popularity,num_scoring_users,rank,num_episodes,rating,title,average_episode_duration,source,media_type,id,status,num_list_users,mean,nsfw,start_year
{'rank': 4355},11943,902,4355,52,other,Geragera Boes Monogatari,1440,other,tv,2815,finished_airing,1897,7.0,white,1987.0
{'rank': 4356},4539,8151,4356,26,visual_novel,Harukanaru Toki no Naka de: Hachiyou Shou,1440,visual_novel,tv,247,finished_airing,25993,7.0,white,2004.0
{'rank': 4357},5336,8522,4357,1,light_novel,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,1584,light_novel,movie,2132,finished_airing,17466,7.0,gray,2007.0
{'rank': 4358},3694,15981,4358,12,manga,Seiyou Kottou Yougashiten: Antique,1375,manga,tv,4021,finished_airing,40140,7.0,white,2008.0
{'rank': 4359},5073,7197,4359,2,source_inconnue,Shakugan no Shana-tan III (Final): Final Destruction,540,source_inconnue,special,12823,finished_airing,19944,7.0,white,2012.0
{'rank': 4360},4710,9453,4360,13,original,Soukou no Strain,1440,original,tv,1602,finished_airing,23829,7.0,white,2006.0
{'rank': 4361},8856,151,4361,1,original,Suu-funkan no Yell wo,4080,original,movie,57915,finished_airing,4989,7.0,white,2024.0
{'rank': 4362},3543,23688,4362,2,manga,Tenjou Tenge: The Ultimate Fight,1440,manga,ova,448,finished_airing,43477,7.0,white,2005.0
{'rank': 4363},9922,2237,4363,59,4_koma_manga,Tsurupika Hagemaru-kun,1440,4_koma_manga,tv,5830,finished_airing,3497,7.0,white,1988.0
{'rank': 4364},2935,26098,4364,13,visual_novel,Uta no☆Prince-sama♪ Maji Love Revolutions,1452,visual_novel,tv,21439,finished_airing,61608,7.0,white,2015.0
{'rank': 4365},10411,848,4365,40,web_novel,Xing Wushen Jue,455,web_novel,ona,47044,finished_airing,2997,7.0,white,2021.0
{'rank': 4366},2023,49305,4366,13,original,Yami Shibai,270,original,tv,19383,finished_airing,112534,7.0,white,2013.0
{'rank': 4367},4433,10004,4367,1,manga,Yankee-kun na Yamada-kun to Megane-chan to Majo,473,manga,special,30641,finished_airing,27294,7.0,white,2015.0
{'rank': 4368},13136,301,4368,12,web_novel,Zhengjing Shao Zhu de Xingfu Shenghuo,1431,web_novel,ona,56765,finished_airing,1295,7.0,white,2023.0
{'rank': 4369},5242,9686,4369,4,web_manga,Senyuu. Specials,300,web_manga,special,17391,finished_airing,18369,6.99,white,2013.0
{'rank': 4370},4604,9452,4370,26,original,Sky Girls,1470,original,tv,2604,finished_airing,25141,6.99,white,2007.0
{'rank': 4371},11482,543,4371,1,original,Soukyuu no Fafner: Dead Aggressor - Exodus Special,2152,original,special,32034,finished_airing,2181,6.99,white,2015.0
{'rank': 4372},8102,2742,4372,1,manga,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,1460,manga,tv_special,4162,finished_airing,6208,6.99,white,1999.0
{'rank': 4373},9758,1459,4373,50,original,Tongari Boushi no Memole,1468,original,tv,3754,finished_airing,3707,6.99,white,1984.0
{'rank': 4374},325,347996,4374,12,web_manga,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,1440,web_manga,tv,16742,finished_airing,671135,6.99,white,2013.0
{'rank': 4375},12870,558,4375,16,web_manga,Wo Shi Da Shenxian 2nd Season,1200,web_manga,ona,48369,finished_airing,1396,6.99,white,2021.0
{'rank': 4376},3892,15678,4376,1,original,Wonderful Days,5705,original,movie,548,finished_airing,35764,6.99,white,2003.0
{'rank': 4377},13656,118,4377,24,web_novel,You Yao 2,1440,web_novel,ona,48964,finished_airing,1122,6.99,white,2023.0
{'rank': 4378},8861,2410,4378,1,manga,Jungle Taitei Movie (1997),5938,manga,movie,2264,finished_airing,4985,6.99,white,1997.0
{'rank': 4379},10521,1194,4379,39,original,Juuni Senshi Bakuretsu Eto Ranger,1530,original,tv,2757,finished_airing,2905,6.99,white,1995.0
{'rank': 4380},2631,31449,4380,13,manga,Kamisama Dolls,1440,manga,tv,10372,finished_airing,73925,6.99,white,2011.0
{'rank': 4381},5231,5031,4381,1,manga,Karneval,300,manga,ova,16033,finished_airing,18440,6.99,white,2012.0
{'rank': 4382},5256,7276,4382,26,light_novel,Lost Universe,1352,light_novel,tv,1184,finished_airing,18221,6.99,white,1998.0
{'rank': 4383},11156,827,4383,127,source_inconnue,Manga Sekai Mukashibanashi,1500,source_inconnue,tv,6262,finished_airing,2403,6.99,white,1976.0
{'rank': 4384},1376,79144,4384,12,manga,Maria†Holic,1442,manga,tv,5030,finished_airing,183054,6.99,white,2009.0
{'rank': 4385},7091,1867,4385,48,other,Mewkledreamy,1440,other,tv,40327,finished_airing,8651,6.99,white,2020.0
{'rank': 4386},4735,9446,4386,12,visual_novel,Nanatsu-iro★Drops,1485,visual_novel,tv,1688,finished_airing,23633,6.99,white,2007.0
{'rank': 4387},9474,1176,4387,1,novel,Ohoshi-sama no Rail,4740,novel,movie,1329,finished_airing,4049,6.99,white,1993.0
{'rank': 4388},4193,17824,4388,1,original,Onegai☆Twins: Natsu wa Owaranai,1500,original,ova,524,finished_airing,30642,6.99,white,2004.0
{'rank': 4389},9459,1386,4389,25,game,Popolocrois Monogatari,1400,game,tv,4191,finished_airing,4069,6.99,white,1998.0
{'rank': 4390},5484,7399,4390,1,original,RahXephon: Tagen Hensoukyoku,6971,original,movie,758,finished_airing,16286,6.99,white,2003.0
{'rank': 4391},7570,2679,4391,1,manga,Rekka no Honoo: Final Burning,1920,manga,special,5691,finished_airing,7326,6.99,white,2004.0
{'rank': 4392},2888,22004,4392,24,light_novel,Rental Magica,1440,light_novel,tv,2369,finished_airing,63578,6.99,white,2007.0
{'rank': 4393},5606,5904,4393,12,manga,Area 88 (TV),1402,manga,tv,284,finished_airing,15299,6.99,white,2004.0
{'rank': 4394},4896,8040,4394,2,manga,Arslan Senki (TV) Gaiden,1440,manga,ova,33254,finished_airing,21740,6.99,white,2016.0
{'rank': 4395},3992,15006,4395,1,manga,Asura,4500,manga,movie,8475,finished_airing,34155,6.99,white,2012.0
{'rank': 4396},2232,40268,4396,13,mixed_media,BanG Dream!,1485,mixed_media,tv,33573,finished_airing,97066,6.99,white,2017.0
{'rank': 4397},4141,11140,4397,26,manga,Blue Seed,1380,manga,tv,998,finished_airing,31693,6.99,white,1994.0
{'rank': 4398},5546,4941,4398,1,game,Chain Chronicle: Haecceitas no Hikari Part 3,5593,game,movie,33730,finished_airing,15837,6.99,white,2017.0
{'rank': 4399},4987,9071,4399,47,original,Futari wa Precure: Max Heart,1451,original,tv,1929,finished_airing,20874,6.99,white,2005.0
{'rank': 4400},5397,10062,4400,1,novel,Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,1402,novel,special,30825,finished_airing,17007,6.99,white,2001.0
{'rank': 4401},533,260356,4401,12,light_novel,Gakusen Toshi Asterisk 2nd Season,1440,light_novel,tv,31737,finished_airing,447333,6.99,white,2016.0
{'rank': 4402},4449,8247,4402,11,manga,Hataraki Man,1355,manga,tv,1592,finished_airing,27076,6.99,white,2006.0
{'rank': 4403},7175,800,4403,1,original,Hoshi wo Katta Hi,960,original,movie,6463,finished_airing,8442,6.99,white,2006.0
{'rank': 4404},6154,6444,4404,1,game,Inazuma Eleven: Chou Jigen Dream Match,2940,game,movie,24347,finished_airing,12162,6.99,white,2014.0
{'rank': 4405},2951,24463,4405,4,manga,Ao no 6-gou,1905,manga,ova,1051,finished_airing,61009,6.98,white,1998.0
{'rank': 4406},13064,546,4406,1,original,Aru Nihon no Ekaki Shounen,1261,original,movie,48992,finished_airing,1320,6.98,white,2019.0
{'rank': 4407},4624,7626,4407,1,game,Chain Chronicle: Haecceitas no Hikari Part 1,5194,game,movie,33728,finished_airing,24953,6.98,white,2016.0
{'rank': 4408},5380,5405,4408,1,game,Chain Chronicle: Haecceitas no Hikari Part 2,5370,game,movie,33729,finished_airing,17106,6.98,white,2017.0
{'rank': 4409},8677,538,4409,1,manga,City Hunter Movie: Tenshi no Namida,5580,manga,movie,51585,finished_airing,5263,6.98,white,2023.0
{'rank': 4410},3829,14177,4410,11,original,Concrete Revolutio: Choujin Gensou - The Last Song,1440,original,tv,32313,finished_airing,37332,6.98,white,2016.0
{'rank': 4411},7597,2983,4411,26,mixed_media,D4DJ Petit Mix,180,mixed_media,tv,45782,finished_airing,7276,6.98,white,2021.0
{'rank': 4412},2094,55404,4412,13,original,Dog Days',1419,original,tv,11783,finished_airing,106952,6.98,white,2012.0
{'rank': 4413},5146,8010,4413,74,manga,Dr. Slump,1500,manga,tv,3312,finished_airing,19199,6.98,white,1997.0
{'rank': 4414},12132,591,4414,1,original,Feng Yu Zhou,6300,original,movie,38489,finished_airing,1775,6.98,white,2018.0
{'rank': 4415},675,183375,4415,13,manga,Gantz,1370,manga,tv,384,finished_airing,368092,6.98,white,2004.0
{'rank': 4416},2217,48591,4416,12,visual_novel,H2O: Footprints in the Sand,1480,visual_novel,tv,3299,finished_airing,97962,6.98,white,2008.0
{'rank': 4417},3560,24027,4417,8,game,Halo Legends,892,game,ona,6867,finished_airing,42955,6.98,white,2009.0
{'rank': 4418},3581,20536,4418,1,light_novel,Hitsugi no Chaika: Nerawareta Hitsugi/Yomigaeru Iseki,1420,light_novel,ova,24261,finished_airing,42603,6.98,white,2015.0
{'rank': 4419},7491,3606,4419,1,game,Inazuma Eleven: Reloaded - Soccer no Henkaku,1440,game,special,37814,finished_airing,7507,6.98,white,2018.0
{'rank': 4420},3045,16061,4420,13,manga,Sengoku Youko: Yonaoshi Kyoudai-hen,1430,manga,tv,56242,finished_airing,57304,6.98,white,2024.0
{'rank': 4421},6545,2850,4421,18,original,Shiguang Zhaoxiangguan de Richang,497,original,ona,50105,finished_airing,10461,6.98,white,2021.0
{'rank': 4422},4431,8674,4422,26,original,Sora wo Kakeru Shoujo,1475,original,tv,5307,finished_airing,27305,6.98,white,2009.0
{'rank': 4423},1080,119243,4423,13,manga,Terra Formars,1440,manga,tv,22687,finished_airing,237006,6.98,white,2014.0
{'rank': 4424},3239,25804,4424,2,manga,Tight-rope,1380,manga,ova,12695,finished_airing,50918,6.98,white,2012.0
{'rank': 4425},474,268767,4425,12,web_manga,Uzaki-chan wa Asobitai!,1430,web_manga,tv,41226,finished_airing,497053,6.98,white,2020.0
{'rank': 4426},2248,49737,4426,1,light_novel,Vampire Hunter D,4800,light_novel,movie,732,finished_airing,96080,6.98,white,1985.0
{'rank': 4427},3093,19857,4427,12,original,"Wake Up, Girls!",1440,original,tv,19023,finished_airing,55579,6.98,white,2014.0
{'rank': 4428},712,163432,4428,12,manga,Witch Craft Works,1380,manga,tv,21085,finished_airing,352269,6.98,white,2014.0
{'rank': 4429},15108,217,4429,50,novel,Wu Ying Sanqian Dao 2nd Season,528,novel,ona,56439,finished_airing,740,6.98,white,2023.0
{'rank': 4430},813,131154,4430,12,manga,Yuragi-sou no Yuuna-san,1420,manga,tv,36726,finished_airing,313102,6.98,white,2018.0
{'rank': 4431},9509,1641,4431,12,novel,Ze Tian Ji 2nd Season,1140,novel,ona,37184,finished_airing,3994,6.98,white,2016.0
{'rank': 4432},4268,15350,4432,2,manga,Zombie-Loan Specials,1380,manga,special,3354,finished_airing,29397,6.98,white,2008.0
{'rank': 4433},10578,634,4433,12,game,Jian Wang 3: Xia Gan Yi Dan Shen Jianxin,1020,game,ona,39419,finished_airing,2860,6.98,white,2018.0
{'rank': 4434},7291,4336,4434,52,book,Jungle Book Shounen Mowgli,1500,book,tv,2569,finished_airing,8109,6.98,white,1989.0
{'rank': 4435},3576,19203,4435,12,manga,Kamen no Maid Guy,1481,manga,tv,3616,finished_airing,42660,6.98,white,2008.0
{'rank': 4436},7473,3735,4436,13,manga,Kinnikuman II Sei: Ultimate Muscle 2,1460,manga,tv,5968,finished_airing,7559,6.98,white,2006.0
{'rank': 4437},1312,73756,4437,12,manga,Kokkoku,1420,manga,tv,36548,finished_airing,191692,6.98,white,2018.0
{'rank': 4438},8413,2839,4438,24,original,Mameshiba,30,original,special,7261,finished_airing,5704,6.98,white,2008.0
{'rank': 4439},10204,1097,4439,50,novel,Minami no Niji no Lucy,1500,novel,tv,2573,finished_airing,3186,6.98,white,1982.0
{'rank': 4440},8366,1634,4440,47,manga,Mizuiro Jidai,1500,manga,tv,1040,finished_airing,5766,6.98,white,1996.0
{'rank': 4441},7244,2198,4441,1,novel,Nijiiro Hotaru: Eien no Natsuyasumi,6281,novel,movie,6219,finished_airing,8226,6.98,white,2012.0
{'rank': 4442},14135,274,4442,10,original,Pig: Oka no Ue no Dam Keeper,300,original,ona,34346,finished_airing,985,6.98,white,2017.0
{'rank': 4443},7839,2537,4443,26,manga,Project ARMS: The 2nd Chapter,1480,manga,tv,1493,finished_airing,6731,6.98,white,2001.0
{'rank': 4444},6458,4827,4444,13,other,Jinzou Ningen Kikaider The Animation,1380,other,tv,598,finished_airing,10800,6.97,white,2000.0
{'rank': 4445},5612,5945,4445,13,manga,Kaitou Joker,1440,manga,tv,24909,finished_airing,15276,6.97,white,2014.0
{'rank': 4446},1105,119479,4446,12,light_novel,Kami-tachi ni Hirowareta Otoko,1427,light_novel,tv,41312,finished_airing,231659,6.97,white,2020.0
{'rank': 4447},5411,8548,4447,1,original,Kidou Senshi Gundam SEED: Hoshi no Hazama de,320,original,special,2298,finished_airing,16917,6.97,white,2004.0
{'rank': 4448},5610,7360,4448,1,4_koma_manga,Kill Me Baby: Butsuzou Kegatte Nise Halloween,1620,4_koma_manga,ova,20039,finished_airing,15285,6.97,white,2013.0
{'rank': 4449},3685,8860,4449,1,original,Kimi no Koe wo Todoketai,5640,original,movie,33218,finished_airing,40420,6.97,white,2017.0
{'rank': 4450},11086,782,4450,1,light_novel,Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,5400,light_novel,movie,9154,finished_airing,2453,6.97,white,1999.0
{'rank': 4451},5642,5960,4451,51,manga,Kishin Douji Zenki,1460,manga,tv,1573,finished_airing,15142,6.97,white,1995.0
{'rank': 4452},1003,104995,4452,12,visual_novel,Koi to Senkyo to Chocolate,1455,visual_novel,tv,12175,finished_airing,256116,6.97,white,2012.0
{'rank': 4453},5010,4663,4453,1,visual_novel,Kud Wafter,3055,visual_novel,ova,35960,finished_airing,20627,6.97,white,2020.0
{'rank': 4454},6874,4620,4454,6,manga,Kyoushoku Soukou Guyver II,1500,manga,ova,1336,finished_airing,9324,6.97,white,1991.0
{'rank': 4455},7718,2862,4455,1,manga,Lupin III: Nusumareta Lupin,5480,manga,tv_special,1429,finished_airing,6986,6.97,white,2004.0
{'rank': 4456},8613,1290,4456,32,manga,Ma La Nu Pei,510,manga,ona,41511,finished_airing,5359,6.97,white,2020.0
{'rank': 4457},8973,1669,4457,49,novel,Makiba no Shoujo Katri,1537,novel,tv,3162,finished_airing,4781,6.97,white,1984.0
{'rank': 4458},3571,5966,4458,12,original,Mecha-ude (TV),1420,original,tv,53033,currently_airing,42727,6.97,white,2024.0
{'rank': 4459},7289,2417,4459,24,manga,"Mix: Meisei Story 2nd Season - Nidome no Natsu, Sora no Mukou e",1380,manga,tv,52614,finished_airing,8118,6.97,white,2023.0
{'rank': 4460},5187,9062,4460,3,manga,Nana Recaps,1345,manga,tv_special,1869,finished_airing,18788,6.97,white,2006.0
{'rank': 4461},6378,4649,4461,1,manga,Nasu: Andalusia no Natsu,2769,manga,movie,1209,finished_airing,11121,6.97,white,2003.0
{'rank': 4462},4952,9198,4462,13,visual_novel,Neo Angelique Abyss: Second Age,1500,visual_novel,tv,4662,finished_airing,21218,6.97,white,2008.0
{'rank': 4463},9505,2112,4463,46,manga,Ochamegami Monogatari: Korokoro Pollon,1416,manga,tv,3136,finished_airing,4004,6.97,white,1982.0
{'rank': 4464},6371,6917,4464,1,original,Paulette no Isu,215,original,ona,23285,finished_airing,11149,6.97,white,2014.0
{'rank': 4465},6374,4443,4465,1,game,Pokemon 3D Adventure: Mew wo Sagase!,660,game,movie,11019,finished_airing,11134,6.97,white,2005.0
{'rank': 4466},1934,73708,4466,1,game,Pokemon Movie 07: Rekkuu no Houmonsha Deoxys,5880,game,movie,1122,finished_airing,119017,6.97,white,2004.0
{'rank': 4467},2812,29996,4467,12,manga,Princess Princess,1440,manga,tv,907,finished_airing,66469,6.97,white,2006.0
{'rank': 4468},3815,14703,4468,4,original,Armitage III,2006,original,ova,1079,finished_airing,37597,6.97,white,1995.0
{'rank': 4469},1553,82915,4469,10,manga,Back Street Girls: Gokudolls,1440,manga,tv,36873,finished_airing,159281,6.97,white,2018.0
{'rank': 4470},8513,2432,4470,1,original,Baja no Studio,1275,original,ova,35965,finished_airing,5538,6.97,white,2017.0
{'rank': 4471},3246,31289,4471,52,manga,Bakuten Shoot Beyblade G Revolution,1200,manga,tv,1668,finished_airing,50768,6.97,white,2003.0
{'rank': 4472},5210,6861,4472,24,manga,Bessatsu Olympia Kyklos,300,manga,tv,41266,finished_airing,18584,6.97,white,2020.0
{'rank': 4473},10079,1101,4473,2,manga,Black Jack (TV): Hizouban Specials,1380,manga,special,4071,finished_airing,3331,6.97,white,2006.0
{'rank': 4474},1914,65262,4474,1,manga,Bleach: The Sealed Sword Frenzy,1980,manga,special,834,finished_airing,120483,6.97,white,2006.0
{'rank': 4475},9863,959,4475,16,novel,Can Ci Pin: Fangzhu Xingkong,1156,novel,ona,40885,finished_airing,3570,6.97,white,2021.0
{'rank': 4476},1087,111203,4476,12,manga,Dance in the Vampire Bund,1434,manga,tv,6747,finished_airing,236042,6.97,white,2010.0
{'rank': 4477},10133,1383,4477,52,original,Dennou Boukenki Webdiver,1460,original,tv,3561,finished_airing,3260,6.97,white,2001.0
{'rank': 4478},8195,3384,4478,1,source_inconnue,Doraemon Movie 08: Nobita to Ryuu no Kishi,5460,source_inconnue,movie,2657,finished_airing,6019,6.97,white,1987.0
{'rank': 4479},4342,11308,4479,12,manga,Elf wo Karu Mono-tachi,1440,manga,tv,1045,finished_airing,28477,6.97,gray,1996.0
{'rank': 4480},5747,7341,4480,12,manga,Elf wo Karu Mono-tachi II,1440,manga,tv,1046,finished_airing,14466,6.97,white,1997.0
{'rank': 4481},6830,1656,4481,1,mixed_media,Fw:Hamatora,4080,mixed_media,movie,30290,finished_airing,9456,6.97,white,2015.0
{'rank': 4482},4573,12139,4482,1,original,Gatchaman Crowds Insight: Inbound,870,original,ona,30925,finished_airing,25595,6.97,white,2015.0
{'rank': 4483},684,155117,4483,12,light_novel,Haiyore! Nyaruko-san,1440,light_novel,tv,11785,finished_airing,364034,6.97,white,2012.0
{'rank': 4484},3204,17734,4484,12,light_novel,Seiyuu Radio no Uraomote,1420,light_novel,tv,53912,finished_airing,51840,6.97,white,2024.0
{'rank': 4485},1852,49343,4485,10,light_novel,Strike the Blood III,1589,light_novel,ova,37449,finished_airing,126409,6.97,white,2018.0
{'rank': 4486},337,329304,4486,26,manga,To LOVE-Ru,1470,manga,tv,3455,finished_airing,657090,6.97,white,2008.0
{'rank': 4487},2327,24776,4487,12,original,ViVid Strike!,1440,original,tv,33589,finished_airing,90410,6.97,white,2016.0
{'rank': 4488},13590,424,4488,52,novel,Xi You Ji,1482,novel,tv,32230,finished_airing,1143,6.97,white,1999.0
{'rank': 4489},8866,1297,4489,36,book,Yuki no Joou (TV),1500,book,tv,754,finished_airing,4980,6.97,white,2005.0
{'rank': 4490},8464,1927,4490,4,original,Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,499,original,special,36692,finished_airing,5624,6.96,white,2017.0
{'rank': 4491},16031,127,4491,26,novel,Shaonian Ge Xing: Haiwai Xianshan Pian,1189,novel,ona,56787,finished_airing,588,6.96,white,2023.0
{'rank': 4492},1002,115323,4492,12,original,Sirius,1420,original,tv,37569,finished_airing,256431,6.96,white,2018.0
{'rank': 4493},7142,3954,4493,1,manga,Toriko: Jump Super Anime Tour 2009 Special,1668,manga,special,6941,finished_airing,8539,6.96,white,2009.0
{'rank': 4494},14168,232,4494,4,game,Wangzhe Rongyao: Rongyao Zhi Zhang,1612,game,ona,57699,finished_airing,977,6.96,white,2024.0
{'rank': 4495},2291,47554,4495,1,web_manga,"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru",1671,web_manga,ova,20449,finished_airing,92955,6.96,white,2014.0
{'rank': 4496},14237,261,4496,12,manga,Xi Xing Ji: Chongsheng Pian,1347,manga,ona,51791,finished_airing,958,6.96,white,2022.0
{'rank': 4497},5864,2240,4497,12,web_manga,Yi Ren Zhi Xia 4th season,1478,web_manga,ona,49915,finished_airing,13745,6.96,white,2021.0
{'rank': 4498},2476,30113,4498,25,manga,Kaibutsu Oujo,1452,manga,tv,2130,finished_airing,82199,6.96,white,2007.0
{'rank': 4499},9915,846,4499,182,manga,Kyojin no Hoshi,1500,manga,tv,5834,finished_airing,3506,6.96,white,1968.0
{'rank': 4500},10349,1433,4500,30,novel,Ling Jian Zun 2nd Season,600,novel,ona,40062,finished_airing,3056,6.96,white,2019.0
{'rank': 4501},7468,3186,4501,1,manga,Meitantei Conan: Toubousha Mouri Kogorou,1335,manga,ona,24169,finished_airing,7568,6.96,white,2014.0
{'rank': 4502},11722,769,4502,48,manga,Mitsume ga Tooru,1480,manga,tv,5249,finished_airing,2034,6.96,white,1990.0
{'rank': 4503},2987,29804,4503,6,manga,Murder Princess,1470,manga,ova,1696,finished_airing,59215,6.96,white,2007.0
{'rank': 4504},6120,7744,4504,694,manga,Ninja Hattori-kun,600,manga,tv,4936,finished_airing,12345,6.96,white,1981.0
{'rank': 4505},3789,19967,4505,1,manga,One Piece: Mezase! Kaizoku Yakyuu Ou,300,manga,movie,2490,finished_airing,38092,6.96,white,2004.0
{'rank': 4506},1137,107754,4506,13,web_manga,Osake wa Fuufu ni Natte kara,180,web_manga,tv,35484,finished_airing,225553,6.96,white,2017.0
{'rank': 4507},9963,933,4507,48,original,Ougon Yuusha Goldran,1440,original,tv,5440,finished_airing,3449,6.96,white,1995.0
{'rank': 4508},2451,45150,4508,8,light_novel,Overlord: Ple Ple Pleiades,180,light_novel,special,31138,finished_airing,83477,6.96,white,2015.0
{'rank': 4509},311,328458,4509,16,game,Satsuriku no Tenshi,1420,game,tv,35994,finished_airing,696417,6.96,white,2018.0
{'rank': 4510},8232,2761,4510,1,source_inconnue,Alps no Shoujo Heidi (1979),6420,source_inconnue,movie,9547,finished_airing,5965,6.96,white,1979.0
{'rank': 4511},2996,8585,4511,24,manga,Amagami-san Chi no Enmusubi,1420,manga,tv,55071,currently_airing,59008,6.96,white,2024.0
{'rank': 4512},5350,6289,4512,2,manga,Bakuman. 3rd Season Specials,191,manga,special,23361,finished_airing,17370,6.96,white,2013.0
{'rank': 4513},4740,13415,4513,1,game,Biohazard: Vendetta,5834,game,movie,31853,finished_airing,23597,6.96,white,2017.0
{'rank': 4514},3348,27184,4514,1,manga,Chobits: Chibits,360,manga,special,596,finished_airing,47675,6.96,white,2003.0
{'rank': 4515},1883,49273,4515,13,original,Classroom☆Crisis,1470,original,tv,30383,finished_airing,123680,6.96,white,2015.0
{'rank': 4516},8055,1342,4516,12,web_manga,Da Li Si Rizhi,1242,web_manga,ona,38742,finished_airing,6284,6.96,white,2020.0
{'rank': 4517},14975,180,4517,0,source_inconnue,Dan Dao Zhizun,540,source_inconnue,ona,57594,currently_airing,775,6.96,white,2023.0
{'rank': 4518},2319,53136,4518,48,original,Digimon Savers,1380,original,tv,859,finished_airing,90921,6.96,white,2006.0
{'rank': 4519},8307,3277,4519,1,source_inconnue,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,5760,source_inconnue,movie,2662,finished_airing,5852,6.96,white,1981.0
{'rank': 4520},3506,21138,4520,1,manga,Fate/kaleid liner Prisma☆Illya 2wei!: Mahou Shoujo in Onsen Ryokou,1572,manga,ova,26057,finished_airing,44235,6.96,white,2015.0
{'rank': 4521},7292,2219,4521,26,original,Gakuen Senki Muryou,1500,original,tv,1179,finished_airing,8106,6.96,white,2001.0
{'rank': 4522},10690,304,4522,1,manga,Gintama on Theater 2D: Baragaki-hen,4648,manga,movie,56544,finished_airing,2766,6.96,white,2023.0
{'rank': 4523},461,235795,4523,13,manga,Gleipnir,1427,manga,tv,39463,finished_airing,508958,6.96,white,2020.0
{'rank': 4524},8415,2720,4524,1,web_manga,Go! Saitama,107,web_manga,ona,49895,finished_airing,5701,6.96,white,2021.0
{'rank': 4525},6287,4427,4525,51,game,Hime Chen! Otogi Chikku Idol Lilpri,1455,game,tv,8206,finished_airing,11482,6.96,white,2010.0
{'rank': 4526},6925,3958,4526,2,light_novel,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Recap,1400,light_novel,tv_special,51616,finished_airing,9148,6.96,white,2022.0
{'rank': 4527},5055,9952,4527,11,4_koma_manga,A-Channel: +A-Channel,171,4_koma_manga,special,10737,finished_airing,20116,6.95,white,2011.0
{'rank': 4528},3670,16672,4528,27,manga,Air Master,1440,manga,tv,230,finished_airing,40662,6.95,white,2003.0
{'rank': 4529},9247,1700,4529,50,card_game,Battle Spirits: Shounen Gekiha Dan,1380,card_game,tv,6901,finished_airing,4365,6.95,white,2009.0
{'rank': 4530},9673,1906,4530,1,manga,Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,6300,manga,movie,34244,finished_airing,3807,6.95,white,2017.0
{'rank': 4531},4788,11493,4531,1,original,Digimon Tamers: Boukensha-tachi no Tatakai,3000,original,movie,3032,finished_airing,22989,6.95,white,2001.0
{'rank': 4532},1835,50907,4532,12,manga,Fukumenkei Noise,1432,manga,tv,33203,finished_airing,127611,6.95,white,2017.0
{'rank': 4533},8966,194,4533,1,manga,Gintama on Theater 2D: Ikkoku Keisei-hen,6540,manga,movie,58091,finished_airing,4800,6.95,white,2024.0
{'rank': 4534},4661,10622,4534,2,manga,Gunslinger Girl: Il Teatrino OVA,1435,manga,ova,4765,finished_airing,24476,6.95,white,2008.0
{'rank': 4535},2134,53173,4535,1,light_novel,High School DxD Hero: Taiikukan-ura no Holy,1440,light_novel,tv_special,37719,finished_airing,103506,6.95,gray,2018.0
{'rank': 4536},12081,341,4536,16,manga,Huo Feng Liao Yuan,1547,manga,ona,41220,finished_airing,1820,6.95,white,2023.0
{'rank': 4537},6098,3678,4537,25,manga,Hyper Police,1445,manga,tv,1180,finished_airing,12452,6.95,white,1997.0
{'rank': 4538},7516,2834,4538,4,original,Senki Zesshou Symphogear GX: Senki Zesshou Shinai Symphogear,461,original,special,32151,finished_airing,7452,6.95,white,2015.0
{'rank': 4539},10039,1294,4539,73,original,SF Saiyuuki Starzinger,1500,original,tv,1236,finished_airing,3363,6.95,white,1978.0
{'rank': 4540},4912,8411,4540,12,visual_novel,Shin Koihime†Musou: Otome Tairan,1500,visual_novel,tv,8057,finished_airing,21619,6.95,white,2010.0
{'rank': 4541},8475,1569,4541,1,source_inconnue,SKET Dance: Tettei Bunseki Special,1479,source_inconnue,special,10775,finished_airing,5606,6.95,white,2011.0
{'rank': 4542},6486,3401,4542,12,original,Starmyu 3rd Season,1430,original,tv,36536,finished_airing,10663,6.95,white,2019.0
{'rank': 4543},1253,90757,4543,8,light_novel,Strike the Blood II,1500,light_novel,ova,33286,finished_airing,202074,6.95,white,2016.0
{'rank': 4544},4049,10759,4544,22,other,Supernatural The Animation,1440,other,ova,8986,finished_airing,33227,6.95,white,2011.0
{'rank': 4545},9195,1113,4545,48,original,Taiyou no Yuusha Fighbird,1380,original,tv,4532,finished_airing,4455,6.95,white,1991.0
{'rank': 4546},6562,3371,4546,1,manga,Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,6660,manga,movie,7014,finished_airing,10402,6.95,white,2011.0
{'rank': 4547},2841,28998,4547,12,original,To Be Hero,665,original,tv,34009,finished_airing,65467,6.95,white,2016.0
