ranking,popularity,num_scoring_users,rank,num_episodes,rating,title,average_episode_duration,source,media_type,id,status,num_list_users,mean,nsfw,start_year
{'rank': 1},174,557383,1,28,manga,Sousou no Frieren,1470,manga,tv,52991,finished_airing,969659,9.32,white,2023.0
{'rank': 2},3,2177476,2,64,manga,Fullmetal Alchemist: Brotherhood,1460,manga,tv,5114,finished_airing,3450629,9.1,white,2009.0
{'rank': 3},2699,55164,3,1,light_novel,One Piece Fan Letter,1495,light_novel,tv_special,60022,finished_airing,71645,9.1,white,2024.0
{'rank': 4},14,1437504,4,24,visual_novel,Steins;Gate,1460,visual_novel,tv,9253,finished_airing,2643794,9.07,white,2011.0
{'rank': 5},21,1650676,5,10,manga,Shingeki no Kyojin Season 3 Part 2,1435,manga,tv,38524,finished_airing,2377593,9.05,white,2019.0
{'rank': 6},340,258449,6,51,manga,Gintama°,1440,manga,tv,28977,finished_airing,651212,9.05,white,2015.0
{'rank': 7},1537,76806,7,1,manga,Gintama: The Final,6240,manga,movie,39486,finished_airing,160580,9.04,white,2021.0
{'rank': 8},399,243953,8,51,manga,Gintama',1460,manga,tv,9969,finished_airing,574957,9.03,white,2011.0
{'rank': 9},8,1830036,9,148,manga,Hunter x Hunter (2011),1417,manga,tv,11061,finished_airing,2946977,9.03,white,2011.0
{'rank': 10},753,169926,10,13,manga,Gintama': Enchousen,1460,manga,tv,15417,finished_airing,335259,9.02,white,2012.0
{'rank': 11},382,314548,11,13,manga,Bleach: Sennen Kessen-hen,1471,manga,tv,41467,finished_airing,598573,9.01,white,2022.0
{'rank': 12},758,81769,12,110,novel,Ginga Eiyuu Densetsu,1560,novel,ova,820,finished_airing,334113,9.01,white,1988.0
{'rank': 13},170,560778,13,13,manga,Kaguya-sama wa Kokurasetai: Ultra Romantic,1439,manga,tv,43608,finished_airing,991218,8.99,white,2022.0
{'rank': 14},1422,37250,14,14,manga,Bleach: Sennen Kessen-hen - Soukoku-tan,1478,manga,tv,56784,currently_airing,174251,8.98,white,2024.0
{'rank': 15},780,150577,15,12,manga,Gintama.,1440,manga,tv,34096,finished_airing,325036,8.98,white,2017.0
{'rank': 16},464,251454,16,13,manga,Fruits Basket: The Final,1380,manga,tv,42938,finished_airing,506701,8.96,white,2021.0
{'rank': 17},120,672492,17,24,visual_novel,Clannad: After Story,1460,visual_novel,tv,4181,finished_airing,1222370,8.93,white,2008.0
{'rank': 18},144,405209,18,201,manga,Gintama,1494,manga,tv,918,finished_airing,1095168,8.93,white,2006.0
{'rank': 19},20,1670990,19,1,manga,Koe no Katachi,7803,manga,movie,28851,finished_airing,2420869,8.93,white,2016.0
{'rank': 20},582,204756,20,22,manga,3-gatsu no Lion 2nd Season,1500,manga,tv,35180,finished_airing,413737,8.91,white,2017.0
{'rank': 21},47,1226082,21,25,original,Code Geass: Hangyaku no Lelouch R2,1440,original,tv,2904,finished_airing,1835605,8.91,white,2008.0
{'rank': 22},1027,138378,22,1,manga,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,6600,manga,movie,15335,finished_airing,247123,8.9,white,2013.0
{'rank': 23},1226,99434,23,14,manga,Gintama. Shirogane no Tamashii-hen - Kouhan-sen,1440,manga,tv,37491,finished_airing,206972,8.88,white,2018.0
{'rank': 24},452,264499,24,24,light_novel,Kusuriya no Hitorigoto,1370,light_novel,tv,54492,finished_airing,513817,8.88,white,2023.0
{'rank': 25},126,448588,25,74,manga,Monster,1440,manga,tv,19,finished_airing,1188430,8.88,white,2004.0
{'rank': 26},588,199053,26,7,light_novel,Owarimonogatari 2nd Season,1350,light_novel,tv_special,35247,finished_airing,412269,8.87,white,2017.0
{'rank': 27},292,427399,27,2,manga,Shingeki no Kyojin: The Final Season - Kanketsu-hen,4375,manga,tv_special,51535,finished_airing,721458,8.87,white,2023.0
{'rank': 28},343,296778,28,1,light_novel,Violet Evergarden Movie,8400,light_novel,movie,37987,finished_airing,649063,8.85,white,2020.0
{'rank': 29},11,1959640,29,1,original,Kimi no Na wa.,6391,original,movie,32281,finished_airing,2835877,8.83,white,2016.0
{'rank': 30},2034,44578,30,26,manga,Kingdom 3rd Season,1507,manga,tv,40682,finished_airing,111651,8.83,white,2020.0
{'rank': 31},1167,108280,31,12,manga,Gintama. Shirogane no Tamashii-hen,1440,manga,tv,36838,finished_airing,220432,8.81,white,2018.0
{'rank': 32},313,371596,32,24,manga,Vinland Saga Season 2,1555,manga,tv,49387,finished_airing,691938,8.81,white,2023.0
{'rank': 33},74,1008255,33,13,web_manga,Mob Psycho 100 II,1450,web_manga,tv,37510,finished_airing,1598412,8.79,white,2019.0
{'rank': 34},139,612528,34,23,manga,Jujutsu Kaisen 2nd Season,1435,manga,tv,51009,finished_airing,1103026,8.78,white,2023.0
{'rank': 35},492,279796,35,1,light_novel,Kizumonogatari III: Reiketsu-hen,4980,light_novel,movie,31758,finished_airing,479969,8.78,white,2017.0
{'rank': 36},33,1388901,36,16,manga,Shingeki no Kyojin: The Final Season,1435,manga,tv,40028,finished_airing,2093335,8.78,white,2020.0
{'rank': 37},1113,125513,37,13,manga,Boku no Kokoro no Yabai Yatsu 2nd Season,1384,manga,tv,55690,finished_airing,230632,8.78,gray,2024.0
{'rank': 38},115,825154,38,10,manga,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,1440,manga,tv,32935,finished_airing,1247287,8.77,white,2016.0
{'rank': 39},363,309323,39,75,manga,Hajime no Ippo,1435,manga,tv,263,finished_airing,627037,8.77,white,2000.0
{'rank': 40},799,49733,40,16,light_novel,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,1420,light_novel,tv,54857,currently_airing,318150,8.77,white,2024.0
{'rank': 41},44,1337217,41,1,original,Sen to Chihiro no Kamikakushi,7475,original,movie,199,finished_airing,1912395,8.77,white,2001.0
{'rank': 42},101,808743,42,12,manga,Shingeki no Kyojin: The Final Season Part 2,1435,manga,tv,48583,finished_airing,1381364,8.76,white,2022.0
{'rank': 43},72,931922,43,24,manga,Vinland Saga,1492,manga,tv,37521,finished_airing,1613501,8.76,white,2019.0
{'rank': 44},346,389766,44,12,4_koma_manga,Bocchi the Rock!,1420,4_koma_manga,tv,47917,finished_airing,647790,8.76,white,2022.0
{'rank': 45},315,365890,45,26,light_novel,Monogatari Series: Second Season,1539,light_novel,tv,17074,finished_airing,686741,8.76,white,2013.0
{'rank': 46},845,167885,46,1,manga,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,5760,manga,movie,52198,finished_airing,304251,8.75,white,2022.0
{'rank': 47},43,995826,47,26,original,Cowboy Bebop,1440,original,tv,1,finished_airing,1928091,8.75,white,1998.0
{'rank': 48},3062,24600,48,1,manga,The First Slam Dunk,7440,manga,movie,45649,finished_airing,56626,8.74,white,2022.0
{'rank': 49},608,153868,49,11,original,Shiguang Dailiren,1438,original,ona,44074,finished_airing,402469,8.73,white,2021.0
{'rank': 50},3081,22185,50,47,manga,Ashita no Joe 2,1477,manga,tv,2921,finished_airing,55975,8.73,white,1980.0
{'rank': 51},79,979237,51,11,manga,Kimetsu no Yaiba: Yuukaku-hen,1595,manga,tv,47778,finished_airing,1539276,8.73,white,2021.0
{'rank': 52},2701,31086,52,26,manga,Kingdom 4th Season,1495,manga,tv,50160,finished_airing,71523,8.73,white,2022.0
{'rank': 53},3541,18138,53,13,manga,Kingdom 5th Season,1495,manga,tv,53223,finished_airing,43502,8.73,white,2024.0
{'rank': 54},2531,24741,54,14,light_novel,Monogatari Series: Off & Monster Season,1504,light_novel,ona,57864,finished_airing,78709,8.73,white,2024.0
{'rank': 55},17,1399260,55,0,manga,One Piece,1440,manga,tv,21,currently_airing,2464124,8.73,white,1999.0
{'rank': 56},2030,53034,56,1,manga,Look Back,3433,manga,movie,58125,finished_airing,111945,8.72,white,2024.0
{'rank': 57},927,110205,57,10,manga,Mushishi Zoku Shou 2nd Season,1430,manga,tv,24701,finished_airing,274996,8.72,white,2014.0
{'rank': 58},2553,27712,58,13,novel,Hibike! Euphonium 3,1497,novel,tv,39894,finished_airing,77891,8.72,white,2024.0
{'rank': 59},425,312591,59,12,light_novel,86 Part 2,1420,light_novel,tv,48569,finished_airing,547661,8.71,white,2021.0
{'rank': 60},1310,66919,60,12,manga,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,1440,manga,tv,33095,finished_airing,191897,8.71,white,2017.0
{'rank': 61},285,369027,61,12,web_manga,Mob Psycho 100 III,1420,web_manga,tv,50172,finished_airing,742865,8.71,white,2022.0
{'rank': 62},908,140269,62,4,manga,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,1747,manga,ova,44,finished_airing,281974,8.7,white,1999.0
{'rank': 63},782,176031,63,13,manga,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,1465,manga,tv,53998,finished_airing,324322,8.7,white,2023.0
{'rank': 64},22,1437470,64,25,original,Code Geass: Hangyaku no Lelouch,1440,original,tv,1575,finished_airing,2320552,8.7,white,2006.0
{'rank': 65},489,124387,65,12,manga,Dandadan,1437,manga,tv,57334,currently_airing,482218,8.7,white,2024.0
{'rank': 66},831,122073,66,10,manga,Mushishi Zoku Shou,1440,manga,tv,21939,finished_airing,308559,8.69,white,2014.0
{'rank': 67},2416,30052,67,12,web_novel,Mo Dao Zu Shi: Wanjie Pian,1492,web_novel,ona,40434,finished_airing,85412,8.68,white,2021.0
{'rank': 68},3817,3689,68,12,manga,Natsume Yuujinchou Shichi,1429,manga,tv,55823,currently_airing,37583,8.68,white,2024.0
{'rank': 69},218,421196,69,43,manga,Great Teacher Onizuka,1550,manga,tv,245,finished_airing,857596,8.68,white,1999.0
{'rank': 70},46,1012166,70,13,light_novel,Violet Evergarden,1478,light_novel,tv,33352,finished_airing,1852758,8.68,white,2018.0
{'rank': 71},867,174312,71,26,manga,Hajime no Ippo: New Challenger,1380,manga,tv,5258,finished_airing,299267,8.67,white,2009.0
{'rank': 72},100,960728,72,1,novel,Howl no Ugoku Shiro,7149,novel,movie,431,finished_airing,1391069,8.67,white,2004.0
{'rank': 73},106,837187,73,1,original,Mononoke Hime,8002,original,movie,164,finished_airing,1297635,8.66,white,1997.0
{'rank': 74},3237,17784,74,12,web_novel,Tian Guan Cifu Er,1466,web_novel,ona,50399,finished_airing,50940,8.66,white,2023.0
{'rank': 75},672,198512,75,1,visual_novel,Fate/stay night Movie: Heaven's Feel - III. Spring Song,7320,visual_novel,movie,33050,finished_airing,368728,8.65,white,2020.0
{'rank': 76},220,285204,76,26,manga,Mushishi,1418,manga,tv,457,finished_airing,855486,8.65,white,2005.0
{'rank': 77},165,624182,77,12,light_novel,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,1427,light_novel,tv,45576,finished_airing,998512,8.65,white,2021.0
{'rank': 78},515,227160,78,13,original,Odd Taxi,1430,original,tv,46102,finished_airing,459208,8.65,white,2021.0
{'rank': 79},92,778598,79,13,web_manga,Made in Abyss,1527,web_manga,tv,34599,finished_airing,1439597,8.64,white,2017.0
{'rank': 80},1017,112041,80,13,manga,Natsume Yuujinchou Shi,1440,manga,tv,11665,finished_airing,252367,8.64,white,2012.0
{'rank': 81},24,1385901,81,22,manga,Shigatsu wa Kimi no Uso,1375,manga,tv,23273,finished_airing,2277736,8.64,white,2014.0
{'rank': 82},1817,54237,82,12,original,Shiguang Dailiren II,1440,original,ona,49413,finished_airing,128702,8.63,white,2023.0
{'rank': 83},18,1673493,83,12,manga,Shingeki no Kyojin Season 3,1434,manga,tv,35760,finished_airing,2462624,8.63,white,2018.0
{'rank': 84},66,921971,84,27,original,Tengen Toppa Gurren Lagann,1460,original,tv,2001,finished_airing,1659758,8.63,white,2007.0
{'rank': 85},1208,95441,85,11,manga,Bungou Stray Dogs 5th Season,1420,manga,tv,54898,finished_airing,210749,8.63,white,2023.0
{'rank': 86},1535,56613,86,1,manga,Haikyuu!! Movie: Gomisuteba no Kessen,5068,manga,movie,52742,finished_airing,160685,8.63,white,2024.0
{'rank': 87},629,155800,87,13,manga,"""Oshi no Ko"" 2nd Season",1520,manga,tv,55791,finished_airing,391524,8.62,white,2024.0
{'rank': 88},2,2822758,88,37,manga,Death Note,1380,manga,tv,1535,finished_airing,4024686,8.62,white,2006.0
{'rank': 89},87,973262,89,25,manga,Haikyuu!! Second Season,1440,manga,tv,28891,finished_airing,1478211,8.62,white,2015.0
{'rank': 90},98,893809,90,12,manga,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,1452,manga,tv,40591,finished_airing,1395492,8.62,white,2020.0
{'rank': 91},494,222316,91,12,web_manga,Made in Abyss: Retsujitsu no Ougonkyou,1553,web_manga,tv,41084,finished_airing,478857,8.62,white,2022.0
{'rank': 92},596,191205,92,11,manga,Ping Pong the Animation,1380,manga,tv,22135,finished_airing,408535,8.62,white,2014.0
{'rank': 93},484,273041,93,1,web_manga,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,6300,web_manga,movie,36862,finished_airing,489006,8.61,white,2020.0
{'rank': 94},1305,71287,94,11,manga,Natsume Yuujinchou Roku,1430,manga,tv,34591,finished_airing,193026,8.61,white,2017.0
{'rank': 95},225,573658,95,10,game,Cyberpunk: Edgerunners,1500,game,ona,42310,finished_airing,847030,8.61,white,2022.0
{'rank': 96},587,195400,96,24,manga,Dungeon Meshi,1535,manga,tv,52701,finished_airing,412709,8.61,white,2024.0
{'rank': 97},934,149838,97,25,manga,Hajime no Ippo: Rising,1320,manga,tv,19647,finished_airing,272292,8.61,white,2013.0
{'rank': 98},203,526263,98,11,manga,"""Oshi no Ko""",1837,manga,tv,52034,finished_airing,897301,8.6,white,2023.0
{'rank': 99},365,316923,99,1,light_novel,Suzumiya Haruhi no Shoushitsu,9707,light_novel,movie,7311,finished_airing,623186,8.6,white,2010.0
{'rank': 100},286,468897,100,1,light_novel,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,5400,light_novel,movie,38329,finished_airing,742791,8.59,white,2019.0
{'rank': 101},631,171005,101,1,original,Shin Evangelion Movie:||,9300,original,movie,3786,finished_airing,391263,8.59,white,2021.0
{'rank': 102},1145,105701,102,1,original,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,7553,original,movie,4565,finished_airing,223823,8.59,white,2009.0
{'rank': 103},310,373897,103,25,manga,Kenpuu Denki Berserk,1416,manga,tv,33,finished_airing,696669,8.59,white,1997.0
{'rank': 104},152,715317,104,39,manga,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,1420,manga,tv,37991,finished_airing,1069497,8.58,white,2018.0
{'rank': 105},1787,52876,105,1,manga,Mushishi Zoku Shou: Suzu no Shizuku,2820,manga,movie,28957,finished_airing,132645,8.58,white,2015.0
{'rank': 106},13,1779162,106,24,manga,Jujutsu Kaisen,1435,manga,tv,40748,finished_airing,2712315,8.57,white,2020.0
{'rank': 107},71,1076641,107,1,manga,Kimetsu no Yaiba Movie: Mugen Ressha-hen,7008,manga,movie,40456,finished_airing,1622490,8.57,white,2020.0
{'rank': 108},990,121426,108,13,manga,Natsume Yuujinchou San,1440,manga,tv,10379,finished_airing,259746,8.57,white,2011.0
{'rank': 109},7156,3989,109,13,novel,Doupo Cangqiong: San Nian Zhi Yue,1440,novel,ona,49701,finished_airing,8503,8.57,white,2021.0
{'rank': 110},511,279529,110,1,light_novel,Kizumonogatari II: Nekketsu-hen,3840,light_novel,movie,31757,finished_airing,461125,8.56,white,2016.0
{'rank': 111},298,271580,111,47,manga,Nana,1345,manga,tv,877,finished_airing,706559,8.56,white,2006.0
{'rank': 112},1302,78400,112,11,manga,Natsume Yuujinchou Go,1430,manga,tv,32983,finished_airing,193450,8.56,white,2016.0
{'rank': 113},238,468799,113,1,original,Ookami Kodomo no Ame to Yuki,7020,original,movie,12355,finished_airing,831918,8.56,white,2012.0
{'rank': 114},163,606422,114,1,novel,Kimi no Suizou wo Tabetai,6522,novel,movie,36098,finished_airing,1015677,8.55,white,2018.0
{'rank': 115},284,400179,115,1,novel,Perfect Blue,4903,novel,movie,437,finished_airing,745810,8.55,white,1998.0
{'rank': 116},1,2877945,116,25,manga,Shingeki no Kyojin,1440,manga,tv,16498,finished_airing,4076066,8.55,white,2013.0
{'rank': 117},177,644890,117,1,original,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",5211,original,movie,32,finished_airing,966286,8.55,white,1997.0
{'rank': 118},869,96220,118,13,manga,Shouwa Genroku Rakugo Shinjuu,1560,manga,tv,28735,finished_airing,298660,8.55,white,2016.0
{'rank': 119},810,141669,119,101,manga,Slam Dunk,1380,manga,tv,170,finished_airing,313611,8.55,white,1993.0
{'rank': 120},507,149122,120,11,novel,Yojouhan Shinwa Taikei,1373,novel,tv,7785,finished_airing,465442,8.55,white,2010.0
{'rank': 121},219,509561,121,12,manga,Haikyuu!! To the Top Part 2,1436,manga,tv,40776,finished_airing,857188,8.55,white,2020.0
{'rank': 122},135,726244,122,12,light_novel,Fate/Zero 2nd Season,1440,light_novel,tv,11741,finished_airing,1143072,8.54,white,2012.0
{'rank': 123},431,276347,123,25,manga,Fruits Basket 2nd Season,1400,manga,tv,40417,finished_airing,537013,8.54,white,2020.0
{'rank': 124},2558,21520,124,5,manga,Kimi ni Todoke 3rd Season,3983,manga,ona,56538,finished_airing,77591,8.54,white,2024.0
{'rank': 125},201,442085,125,23,visual_novel,Steins;Gate 0,1420,visual_novel,tv,30484,finished_airing,899003,8.54,white,2018.0
{'rank': 126},1007,128713,126,13,manga,Zoku Natsume Yuujinchou,1449,manga,tv,5300,finished_airing,254961,8.53,white,2009.0
{'rank': 127},1100,152671,127,14,manga,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,1440,manga,ona,53273,finished_airing,232182,8.53,white,2022.0
{'rank': 128},1676,69384,128,1,manga,Mushishi: Hihamukage,2700,manga,tv_special,21329,finished_airing,143990,8.53,white,2014.0
{'rank': 129},749,197724,129,25,manga,Bakuman. 3rd Season,1470,manga,tv,12365,finished_airing,336175,8.52,white,2012.0
{'rank': 130},1474,97654,130,1,manga,Gintama Movie 1: Shinyaku Benizakura-hen,5700,manga,movie,7472,finished_airing,168644,8.52,white,2010.0
{'rank': 131},1220,105991,131,13,manga,Gintama. Porori-hen,1430,manga,tv,35843,finished_airing,208474,8.52,white,2017.0
{'rank': 132},301,420376,132,1,novel,Hotaru no Haka,5280,novel,movie,578,finished_airing,705255,8.52,white,1988.0
{'rank': 133},12,1927933,133,12,manga,Shingeki no Kyojin Season 2,1450,manga,tv,25777,finished_airing,2816405,8.52,white,2017.0
{'rank': 134},4893,9388,134,1,original,Shoujo☆Kageki Revue Starlight Movie,7222,original,movie,40664,finished_airing,21767,8.52,white,2021.0
{'rank': 135},446,224202,135,13,original,Sora yori mo Tooi Basho,1426,original,tv,35839,finished_airing,522432,8.51,white,2018.0
{'rank': 136},1086,103710,136,13,manga,Yuru Camp△ Season 2,1421,manga,tv,38474,finished_airing,236262,8.51,white,2021.0
{'rank': 137},1042,134810,137,1,light_novel,Kara no Kyoukai Movie 5: Mujun Rasen,6894,light_novel,movie,4282,finished_airing,243980,8.51,white,2008.0
{'rank': 138},1101,105925,138,26,manga,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,1500,manga,tv,801,finished_airing,232142,8.51,white,2004.0
{'rank': 139},109,653263,139,26,original,Samurai Champloo,1440,original,tv,205,finished_airing,1276118,8.51,white,2004.0
{'rank': 140},128,806417,140,39,manga,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,1422,manga,tv,31933,finished_airing,1168492,8.5,white,2016.0
{'rank': 141},316,360789,141,23,web_manga,Ousama Ranking,1370,web_manga,tv,40834,finished_airing,685429,8.5,white,2021.0
{'rank': 142},3172,27514,142,1,web_novel,Tian Guan Cifu Special,1299,web_novel,ona,44070,finished_airing,53029,8.5,white,2021.0
{'rank': 143},63,1025513,143,12,manga,Spy x Family,1449,manga,tv,50265,finished_airing,1673135,8.49,white,2022.0
{'rank': 144},39,1323710,144,12,manga,Yakusoku no Neverland,1375,manga,tv,37779,finished_airing,2031456,8.49,white,2019.0
{'rank': 145},625,233871,145,1,original,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,6960,original,movie,11981,finished_airing,392948,8.49,white,2013.0
{'rank': 146},29,1324059,146,12,web_manga,Mob Psycho 100,1440,web_manga,tv,32182,finished_airing,2158898,8.49,white,2016.0
{'rank': 147},4,2295840,147,12,web_manga,One Punch Man,1460,web_manga,tv,30276,finished_airing,3319959,8.49,white,2015.0
{'rank': 148},1262,53906,148,99,manga,Uchuu Kyoudai,1450,manga,tv,12431,finished_airing,199646,8.48,white,2012.0
{'rank': 149},86,919912,149,25,manga,Ansatsu Kyoushitsu 2nd Season,1380,manga,tv,30654,finished_airing,1480303,8.48,white,2016.0
{'rank': 150},1777,33104,150,13,manga,Aria the Origination,1460,manga,tv,3297,finished_airing,133516,8.48,white,2008.0
{'rank': 151},67,928755,151,12,manga,Chainsaw Man,1480,manga,tv,44511,finished_airing,1655175,8.47,white,2022.0
{'rank': 152},606,238239,152,1,visual_novel,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,7020,visual_novel,movie,33049,finished_airing,404417,8.47,white,2019.0
{'rank': 153},194,380361,153,26,manga,Nichijou,1420,manga,tv,10165,finished_airing,927859,8.47,white,2011.0
{'rank': 154},392,243789,154,25,manga,Summertime Render,1422,manga,tv,47194,finished_airing,582143,8.47,white,2022.0
{'rank': 155},295,340695,155,112,manga,Yuu☆Yuu☆Hakusho,1421,manga,tv,392,finished_airing,712905,8.46,white,1992.0
{'rank': 156},202,387173,156,24,manga,Banana Fish,1375,manga,tv,36649,finished_airing,898428,8.46,white,2018.0
{'rank': 157},1650,65760,157,24,manga,Chihayafuru 3,1340,manga,tv,37379,finished_airing,146744,8.46,white,2019.0
{'rank': 158},2469,41904,158,2,manga,Gintama: The Semi-Final,1450,manga,special,44087,finished_airing,82492,8.46,white,2021.0
{'rank': 159},1062,82503,159,15,web_novel,Mo Dao Zu Shi,1534,web_novel,ona,37208,finished_airing,239383,8.46,white,2018.0
{'rank': 160},2053,51480,160,8,web_novel,Mo Dao Zu Shi: Xian Yun Pian,1440,web_novel,ona,38450,finished_airing,110107,8.46,white,2019.0
{'rank': 161},1299,82803,161,8,manga,Pluto,3660,manga,ona,35737,finished_airing,194022,8.46,white,2023.0
{'rank': 162},602,160767,162,26,manga,Rainbow: Nisha Rokubou no Shichinin,1360,manga,tv,6114,finished_airing,405966,8.46,white,2010.0
{'rank': 163},5,2180078,163,26,manga,Kimetsu no Yaiba,1420,manga,tv,38000,finished_airing,3169821,8.45,white,2019.0
{'rank': 164},481,241442,164,12,light_novel,Owarimonogatari,1580,light_novel,tv,31181,finished_airing,490111,8.45,white,2015.0
{'rank': 165},374,364575,165,1,visual_novel,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,5400,visual_novel,movie,11577,finished_airing,610331,8.45,white,2013.0
{'rank': 166},1082,113366,166,6,light_novel,Zoku Owarimonogatari,1710,light_novel,tv,36999,finished_airing,236859,8.44,white,2019.0
{'rank': 167},131,820385,167,24,manga,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen,1400,manga,tv,26055,finished_airing,1156846,8.44,white,2015.0
{'rank': 168},2475,36657,168,1,manga,Karakai Jouzu no Takagi-san Movie,4380,manga,movie,49722,finished_airing,82216,8.44,white,2022.0
{'rank': 169},537,236872,169,12,light_novel,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,1420,light_novel,tv,55888,finished_airing,444595,8.44,gray,2024.0
{'rank': 170},248,435148,170,12,manga,Grand Blue,1457,manga,tv,37105,finished_airing,813920,8.44,white,2018.0
{'rank': 171},37,1268390,171,25,manga,Haikyuu!!,1440,manga,tv,20583,finished_airing,2040999,8.44,white,2014.0
{'rank': 172},806,124323,172,13,manga,Bungou Stray Dogs 4th Season,1420,manga,tv,50330,finished_airing,315818,8.43,white,2023.0
{'rank': 173},7030,2903,173,157,novel,Doupo Cangqiong: Nian Fan,1440,novel,ona,51039,currently_airing,8839,8.43,white,2022.0
{'rank': 174},1393,88040,174,12,manga,Golden Kamuy 3rd Season,1380,manga,tv,40059,finished_airing,179330,8.43,white,2020.0
{'rank': 175},7341,1331,175,1,game,Uma Musume: Pretty Derby - Shin Jidai no Tobira,6480,game,movie,57647,finished_airing,7953,8.43,white,2024.0
{'rank': 176},2119,51321,176,1,manga,Mushishi Zoku Shou: Odoro no Michi,2820,manga,tv_special,24687,finished_airing,104556,8.43,white,2014.0
{'rank': 177},185,556176,177,12,light_novel,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,1750,light_novel,tv,42203,finished_airing,950278,8.43,white,2021.0
{'rank': 178},155,647500,178,1,manga,Jujutsu Kaisen 0 Movie,6297,manga,movie,48561,finished_airing,1059748,8.42,white,2021.0
{'rank': 179},1354,99003,179,13,manga,Kono Oto Tomare! Part 2,1430,manga,tv,38889,finished_airing,186620,8.42,white,2019.0
{'rank': 180},241,520366,180,1,light_novel,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,5400,light_novel,movie,38040,finished_airing,823220,8.42,white,2019.0
{'rank': 181},600,167166,181,26,manga,Koukaku Kidoutai: Stand Alone Complex,1500,manga,tv,467,finished_airing,406357,8.42,white,2002.0
{'rank': 182},731,97956,182,12,original,Mononoke,1360,original,tv,2246,finished_airing,342267,8.42,white,2007.0
{'rank': 183},2572,27769,183,1,manga,Natsume Yuujinchou Movie: Utsusemi ni Musubu,6240,manga,movie,36538,finished_airing,77061,8.42,white,2018.0
{'rank': 184},1311,87113,184,1,light_novel,Saenai Heroine no Sodatekata Fine,6840,light_novel,movie,36885,finished_airing,191711,8.42,white,2019.0
{'rank': 185},3447,17386,185,2,manga,Gintama: Yorinuki Gintama-san on Theater 2D,5766,manga,movie,21899,finished_airing,45565,8.42,white,2012.0
{'rank': 186},373,297217,186,62,manga,Hunter x Hunter,1380,manga,tv,136,finished_airing,610622,8.42,white,1999.0
{'rank': 187},1565,68217,187,11,web_novel,Tian Guan Cifu,1570,web_novel,ona,40730,finished_airing,157239,8.42,white,2020.0
{'rank': 188},2722,38474,188,10,original,Wu Liuqi: Xuanwu Guo Pian,1011,original,ona,45556,finished_airing,70254,8.42,white,2021.0
{'rank': 189},435,318829,189,2,visual_novel,Shingeki no Kyojin: Kuinaki Sentaku,1620,visual_novel,ova,25781,finished_airing,533935,8.41,white,2014.0
{'rank': 190},540,260478,190,1,light_novel,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,5460,light_novel,movie,39741,finished_airing,443469,8.41,white,2019.0
{'rank': 191},134,644406,191,120,manga,Saiki Kusuo no Ψ-nan,330,manga,tv,33255,finished_airing,1153751,8.41,white,2016.0
{'rank': 192},330,400041,192,24,manga,Saiki Kusuo no Ψ-nan 2,1440,manga,tv,34612,finished_airing,668719,8.41,white,2018.0
{'rank': 193},52,1134294,193,12,manga,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,1500,manga,tv,37999,finished_airing,1805726,8.4,white,2019.0
{'rank': 194},1429,85804,194,4,manga,Kamisama Hajimemashita: Kako-hen,1800,manga,ova,30709,finished_airing,173663,8.4,white,2015.0
{'rank': 195},3283,22315,195,2,manga,Natsume Yuujinchou Roku Specials,1415,manga,special,36275,finished_airing,49747,8.4,white,2017.0
{'rank': 196},1281,88248,196,12,manga,Karakai Jouzu no Takagi-san 3,1448,manga,tv,49721,finished_airing,196199,8.39,white,2022.0
{'rank': 197},2664,42412,197,25,manga,Major S5,1470,manga,tv,5028,finished_airing,72665,8.39,white,2009.0
